Date,Open,High,Low,Close,Adj Close,Volume
2003-01-23,76.625237,77.782028,76.290634,77.485657,42.550957,8756484
2003-01-24,77.055450,77.915871,75.353729,75.516251,41.469444,8104408
2003-01-27,74.560226,76.003822,74.196938,74.971321,41.170204,9735959
2003-01-28,75.047798,76.931168,74.913956,76.586998,42.057434,8386200
2003-01-29,76.003822,77.151054,75.114723,76.787766,42.167698,8111730
2003-01-30,77.724663,77.724663,74.856598,74.856598,41.107204,7687577
2003-01-31,74.282982,74.894836,73.632889,74.760994,41.054703,10192329
2003-02-03,74.760994,75.401527,74.330788,74.741875,41.044216,6990941
2003-02-04,74.741875,74.741875,72.896751,73.699806,40.471962,7548145
2003-02-05,74.426384,75.430206,73.489487,73.862335,40.561211,7768851
2003-02-06,73.718925,74.760994,73.145317,74.101341,40.771610,8111939
2003-02-07,74.541107,74.713196,73.240921,73.709366,40.555954,8678034
2003-02-10,73.709366,74.588913,73.087952,74.483749,40.982033,8314759
2003-02-11,74.856598,75.497131,73.910133,73.986618,40.708515,8993717
2003-02-12,74.091782,74.655830,73.135757,73.135757,40.240341,5867223
2003-02-13,72.753349,72.992355,71.042068,72.523903,39.903709,11734446
2003-02-14,73.040154,74.043976,72.036331,74.043976,40.740051,8681277
2003-02-18,74.588913,76.003822,74.483749,75.841301,41.728977,8149595
2003-02-19,75.602295,76.195030,75.353729,76.013382,41.823662,5690554
2003-02-20,76.070747,76.529640,75.248566,75.669212,41.634293,6574215
2003-02-21,75.994263,76.481834,74.722755,76.434036,42.055111,7796779
2003-02-24,76.195030,76.472275,75.105164,75.105164,41.323921,7190936
2003-02-25,74.474190,75.879539,73.518166,75.592735,41.592205,8028991
2003-02-26,75.000000,75.573616,73.900574,73.996178,40.713764,8982002
2003-02-27,74.474190,75.133842,73.374763,73.881454,40.650654,10383119
2003-02-28,73.613770,75.019119,73.613770,74.521988,41.003067,6888119
2003-03-03,75.430206,75.525810,73.728493,73.929253,40.676922,6922742
2003-03-04,74.187378,74.330788,73.164436,73.326958,40.345524,5933121
2003-03-05,73.326958,74.311661,72.896751,74.311661,40.887348,6964268
2003-03-06,73.613770,74.359467,73.326958,73.680687,40.540169,6146610
2003-03-07,72.380501,74.560226,72.380501,74.474190,40.976776,8503143
2003-03-10,74.043976,74.043976,72.179733,72.370934,39.819538,6946800
2003-03-11,72.485657,72.973228,71.892921,72.036331,39.635422,8492683
2003-03-12,71.940727,72.304016,69.952202,71.873802,39.545998,13361290
2003-03-13,72.648186,75.219887,71.998085,75.000000,41.266087,10933315
2003-03-14,75.000000,75.984703,74.674950,75.525810,41.555393,10583114
2003-03-17,74.569794,79.034416,74.416824,78.833649,43.375420,15891878
2003-03-18,78.833649,79.827919,77.906311,78.843208,43.380646,11291988
2003-03-19,78.479927,78.871895,77.514343,78.393883,43.133446,10954863
2003-03-20,78.116638,78.862335,77.093689,78.585083,43.238655,9462534
2003-03-21,79.120461,81.166351,79.120461,81.166351,44.658901,13206168
2003-03-24,78.833649,79.684509,78.613770,78.632889,43.264946,9782820
2003-03-25,78.393883,80.305923,78.145317,79.780113,43.896183,9180847
2003-03-26,79.349907,79.588913,77.609940,77.963669,42.896740,11016054
2003-03-27,77.198853,78.709366,76.969406,77.868073,42.844139,7600027
2003-03-28,77.485657,78.384323,76.959846,77.294456,42.528522,6955063
2003-03-31,75.774376,76.108986,74.866158,74.980881,41.255558,10636983
2003-04-01,75.047798,76.061188,74.684509,75.267685,41.413368,8223024
2003-04-02,76.386230,78.365204,76.386230,77.877632,42.849396,10146305
2003-04-03,78.699806,79.808792,78.116638,78.307838,43.086086,10066286
2003-04-04,78.728493,78.919693,76.520073,77.237091,42.496956,9398310
2003-04-07,78.967499,79.254303,76.720840,76.931168,42.328632,9289944
2003-04-08,77.074570,77.151054,75.019119,76.548759,42.118210,8428250
2003-04-09,76.195030,77.189293,75.172081,75.248566,41.402851,8936187
2003-04-10,75.621414,75.764816,74.694077,75.535370,41.560669,7196585
2003-04-11,76.577438,77.715103,75.000000,75.286804,41.423870,7921881
2003-04-14,75.047798,76.548759,74.722755,76.548759,42.118210,9420276
2003-04-15,76.548759,79.206497,76.204590,79.149139,43.549004,14239721
2003-04-16,79.713196,80.688339,79.101341,79.235184,43.596344,11287072
2003-04-17,78.288719,80.688339,78.288719,80.554497,44.322235,9206997
2003-04-21,80.688339,80.793503,79.445503,79.694077,43.848824,7011756
2003-04-22,79.694077,82.275337,78.967499,81.864243,45.042885,9981560
2003-04-23,81.491394,82.189293,81.223709,81.978966,45.105988,7410387
2003-04-24,80.927345,81.931168,80.908218,81.453156,44.816704,6216901
2003-04-25,81.462715,81.529640,80.172081,80.191208,44.122356,7103072
2003-04-28,80.353729,81.739960,79.942642,81.376671,44.774593,6656326
2003-04-29,81.586998,82.686424,81.233269,81.892921,45.058670,9082313
2003-04-30,81.892921,81.902489,80.956024,81.166351,44.658901,8833365
2003-05-01,81.548759,82.437859,80.755257,82.112808,45.179638,7830042
2003-05-02,80.736137,83.718925,80.736137,83.718925,46.063347,8767467
2003-05-05,83.365204,84.130020,82.715103,82.715103,45.511028,7983595
2003-05-06,82.504784,84.455070,82.217972,83.661568,46.031784,7802742
2003-05-07,83.126198,83.948372,82.695984,82.868073,45.678726,7065312
2003-05-08,82.571701,82.963669,81.978966,82.265778,45.346725,7518857
2003-05-09,83.078392,83.843208,82.600380,83.699806,46.137184,6508840
2003-05-12,83.699806,85.334610,83.269600,85.086044,46.901302,8834202
2003-05-13,84.875717,86.137665,84.665390,86.022942,47.417740,9067042
2003-05-14,86.042068,86.424477,84.416824,84.799232,46.743221,8108801
2003-05-15,85.564056,86.003822,85.086044,85.946465,47.375591,7429633
2003-05-16,85.726578,85.936905,85.038239,85.076485,46.896049,7145854
2003-05-19,84.177818,84.579353,82.609940,82.648186,45.557522,7634126
2003-05-20,82.772469,83.403442,81.156792,81.998085,45.199181,7669167
2003-05-21,81.998085,82.390060,81.338432,82.390060,45.415249,7051086
2003-05-22,82.456978,82.982796,82.026772,82.294456,45.362549,6566056
2003-05-23,81.978966,82.170174,81.357552,81.510513,44.930412,5425811
2003-05-27,80.793503,84.034416,80.793503,83.833649,46.210964,7492916
2003-05-28,83.747612,84.799232,83.556404,83.718925,46.147728,6840735
2003-05-29,83.718925,84.694077,83.365204,83.518166,46.037079,7216249
2003-05-30,83.604210,84.780113,83.604210,84.168259,46.395405,6468673
2003-06-02,85.086044,85.162521,83.413002,83.489487,46.021240,8051271
2003-06-03,80.611855,81.491394,79.579353,80.133842,44.171551,22077504
2003-06-04,80.305923,81.223709,80.143402,80.544930,44.398163,11228182
2003-06-05,80.305923,80.544930,78.154877,78.298279,43.159752,15958090
2003-06-06,78.632889,79.569794,76.328873,76.529640,42.184845,15858301
2003-06-09,76.481834,78.393883,76.300194,78.393883,43.212452,10205090
2003-06-10,78.728493,79.273422,77.638626,78.116638,43.059635,9305216
2003-06-11,79.110901,80.449333,78.671127,80.277245,44.250591,10267327
2003-06-12,81.070747,81.242828,79.875717,80.258125,44.240089,7397730
2003-06-13,80.449333,80.583176,78.881454,79.110901,43.607681,5990965
2003-06-16,79.445503,80.831741,78.919693,80.783936,44.529884,6790737
2003-06-17,81.214149,81.214149,80.114723,80.592735,44.424507,6143890
2003-06-18,80.449333,81.252388,79.560226,80.975143,44.635307,6214704
2003-06-19,81.214149,81.539200,80.783936,80.831741,44.556248,7611847
2003-06-20,81.261948,81.491394,80.965584,81.185471,44.751236,12447400
2003-06-23,81.061188,81.061188,79.321220,79.521988,43.834282,6601934
2003-06-24,79.302101,80.478012,79.206497,79.952202,44.071407,5295689
2003-06-25,79.875717,80.458893,78.479927,78.862335,43.470669,5803208
2003-06-26,80.019119,80.669212,79.177818,80.640533,44.450859,6667622
2003-06-27,80.449333,80.927345,79.560226,79.751434,43.960766,4741413
2003-06-30,80.210327,80.497131,78.871895,78.871895,43.475952,8316641
2003-07-01,77.820267,79.980881,77.820267,79.913956,44.050331,6051947
2003-07-02,80.258125,81.156792,80.066925,81.013382,44.656357,6286146
2003-07-03,80.544930,80.965584,79.808792,80.258125,44.240089,3147937
2003-07-07,81.070747,82.648186,81.013382,82.304016,45.367775,7965185
2003-07-08,82.304016,82.934990,81.443596,82.456978,45.452122,6144099
2003-07-09,82.313576,82.552582,81.118546,81.711281,45.041096,7018346
2003-07-10,81.261948,81.472275,79.799232,80.334610,44.282211,7854623
2003-07-11,80.401527,81.529640,80.019119,81.156792,44.735432,4743296
2003-07-14,82.217972,82.772469,81.663483,81.663483,45.014725,6752139
2003-07-15,82.361374,83.173996,82.045891,82.638626,45.552216,8274278
2003-07-16,83.173996,83.202675,82.074570,82.925430,45.710335,9244130
2003-07-17,79.063095,80.248566,78.871895,79.665390,43.913338,14137422
2003-07-18,80.162521,80.325050,79.550667,80.038239,44.118843,8961291
2003-07-21,79.541107,79.760994,78.594643,78.871895,43.475952,7359761
2003-07-22,78.871895,79.598473,77.934990,78.250481,43.133404,9146538
2003-07-23,78.393883,79.130020,78.135757,78.680687,43.370525,5571833
2003-07-24,79.302101,79.340347,77.925430,77.925430,42.954224,6128619
2003-07-25,78.011475,80.057358,77.982796,79.875717,44.029263,6490116
2003-07-28,79.990440,80.019119,78.432121,78.910133,43.497025,6718981
2003-07-29,78.919693,79.235184,78.011475,78.202675,43.107079,7617704
2003-07-30,78.824089,78.824089,77.036331,77.399620,42.664398,6960712
2003-07-31,78.202675,78.910133,77.533463,77.676865,42.817192,8420614
2003-08-01,77.581261,77.695984,76.529640,77.695984,42.827744,6773268
2003-08-04,77.198853,77.782028,76.539200,77.562141,42.753975,6158848
2003-08-05,77.562141,77.753349,76.290634,76.338432,42.079426,7340933
2003-08-06,76.195030,77.131927,75.267685,76.242828,42.111118,7815921
2003-08-07,76.185471,77.265778,75.889099,77.141495,42.607487,5542231
2003-08-08,77.485657,77.695984,76.816444,77.323135,42.707813,4826035
2003-08-11,77.313576,77.915871,76.749519,77.456978,42.781715,4457215
2003-08-12,77.868073,77.954109,77.103249,77.925430,43.040478,4847373
2003-08-13,78.059273,78.575523,77.036331,77.629066,42.876789,5374766
2003-08-14,77.437859,78.154877,77.141495,77.973228,43.066864,4772584
2003-08-15,78.202675,78.374763,77.629066,78.193115,43.188335,3790286
2003-08-18,78.441681,80.000000,78.298279,79.847038,44.101845,7162171
2003-08-19,79.445503,80.124283,78.929253,79.206497,43.748055,6608942
2003-08-20,78.393883,79.646271,78.393883,79.397705,43.853657,5052075
2003-08-21,79.722755,80.162521,79.206497,79.206497,43.748055,5423719
2003-08-22,80.544930,80.994263,79.311661,79.321220,43.811394,7776905
2003-08-25,79.206497,79.378586,78.154877,78.355644,43.278088,5387841
2003-08-26,78.059273,78.910133,77.695984,78.871895,43.563236,5825802
2003-08-27,78.393883,78.900574,78.298279,78.393883,43.299202,4010469
2003-08-28,78.393883,78.718925,77.695984,78.298279,43.246414,5770050
2003-08-29,78.346077,78.499046,77.973228,78.403442,43.304497,4416944
2003-09-02,78.776291,82.179733,78.680687,81.988525,45.284649,12977094
2003-09-03,82.447418,83.460800,82.217972,82.533463,45.585613,11334142
2003-09-04,82.533463,84.407265,81.921608,84.043976,46.419926,10343999
2003-09-05,83.173996,84.378586,82.934990,83.126198,45.912991,8259844
2003-09-08,84.560226,85.717018,84.464630,85.181641,47.048279,9637216
2003-09-09,85.277245,86.013382,85.019119,85.487572,47.217243,8475215
2003-09-10,85.076485,85.086044,83.757172,83.977058,46.382957,7659440
2003-09-11,82.934990,84.531548,82.600380,84.053535,46.425213,10202161
2003-09-12,83.747612,85.095604,83.365204,84.799232,46.837067,7540823
2003-09-15,85.755257,86.003822,84.502869,84.598473,46.726173,7641448
2003-09-16,84.598473,86.434036,84.598473,86.319313,47.676662,8259321
2003-09-17,86.424477,87.896751,86.233269,86.644356,47.856178,9504584
2003-09-18,86.644356,88.365204,86.481834,87.954109,48.579597,8722280
2003-09-19,88.384323,89.359467,87.762909,89.177818,49.255505,9845475
2003-09-22,88.183556,88.183556,86.902489,87.370934,48.257511,7638520
2003-09-23,87.476097,88.040154,86.577438,87.323135,48.231091,8300219
2003-09-24,87.074570,87.782028,85.401527,85.468452,47.206711,7924287
2003-09-25,85.468452,86.969406,85.277245,85.478012,47.211983,6888433
2003-09-26,85.478012,86.175911,85.086044,85.133842,47.021881,5330207
2003-09-29,85.325050,86.214149,85.152962,85.516251,47.233120,5986467
2003-09-30,85.277245,85.325050,84.034416,84.445503,46.641697,7381308
2003-10-01,84.847038,86.615677,84.799232,86.376671,47.708336,8289759
2003-10-02,85.611855,86.472275,85.296364,86.118546,47.565762,7770002
2003-10-03,86.998085,87.906311,86.586998,86.653923,47.861481,7823348
2003-10-06,86.749519,87.724663,86.529640,87.170174,48.146614,4022288
2003-10-07,86.520073,87.667305,86.424477,87.667305,48.421196,5616811
2003-10-08,87.954109,88.785851,87.906311,88.585083,48.928101,6714169
2003-10-09,89.196938,89.483749,88.145317,88.384323,48.817223,7942278
2003-10-10,88.336517,89.082214,88.298279,88.594643,48.933399,4707523
2003-10-13,89.005737,89.426384,88.508606,89.101341,49.213245,5061803
2003-10-14,88.575523,88.862335,88.260040,88.642448,48.959793,4915677
2003-10-15,89.770554,90.382408,88.661568,88.661568,48.970348,12090400
2003-10-16,85.344170,85.755257,84.760994,85.353729,47.143353,17775724
2003-10-17,85.353729,85.736137,84.904396,85.305923,47.116932,9943485
2003-10-20,85.420647,85.468452,84.952202,85.086044,46.995480,7291980
2003-10-21,85.325050,85.411087,84.799232,85.019119,46.958530,5530307
2003-10-22,84.416824,85.095604,84.034416,84.569794,46.710346,5857705
2003-10-23,83.747612,84.512428,83.680687,84.273422,46.546642,6324534
2003-10-24,84.273422,84.741875,83.862335,84.531548,46.689213,5723398
2003-10-27,84.894836,85.181641,84.177818,84.627151,46.742035,5333763
2003-10-28,85.133842,85.946465,84.627151,85.946465,47.470722,7279114
2003-10-29,85.659653,85.984703,85.229446,85.411087,47.174992,5419012
2003-10-30,86.042068,86.204590,85.143402,85.200768,47.058872,6836342
2003-10-31,86.720840,86.720840,85.277245,85.544930,47.248924,5058665
2003-11-03,85.946465,86.845123,85.544930,85.736137,47.354565,6093159
2003-11-04,85.736137,85.850861,84.952202,85.219887,47.069439,5382821
2003-11-05,84.627151,84.971321,84.130020,84.598473,46.726173,6585930
2003-11-06,84.445503,85.650093,83.862335,85.411087,47.260471,5929356
2003-11-07,85.468452,85.659653,84.378586,84.378586,46.689148,5798501
2003-11-10,85.611855,86.491394,85.611855,85.994263,47.583153,8733786
2003-11-11,86.042068,86.070747,84.980881,85.430206,47.271046,5063895
2003-11-12,85.516251,87.151054,85.382408,86.701721,47.974625,6173178
2003-11-13,86.424477,87.456978,86.195030,87.084129,48.186192,5520683
2003-11-14,87.017204,87.399620,85.860420,86.281075,47.741863,4717669
2003-11-17,85.946465,86.089867,85.114723,85.850861,47.503803,4966617
2003-11-18,85.965584,86.214149,84.990440,85.038239,47.054150,5527378
2003-11-19,84.435944,85.879539,84.435944,85.468452,47.292210,4347804
2003-11-20,85.372849,85.841301,84.493309,84.502869,46.757927,5346106
2003-11-21,84.512428,84.942642,84.349907,84.732315,46.884880,6208428
2003-11-24,85.114723,85.793503,85.038239,85.717018,47.429771,4939421
2003-11-25,85.717018,85.898659,85.344170,85.497131,47.308071,4503762
2003-11-26,85.841301,86.128105,85.191208,85.956024,47.562008,4337553
2003-11-28,85.946465,86.692162,85.678780,86.558319,47.895264,2296493
2003-12-01,86.902489,87.342255,86.500954,87.007645,48.143887,5475705
2003-12-02,86.586998,87.456978,86.539200,86.759079,48.006344,5326023
2003-12-03,87.141495,87.418739,86.328873,86.328873,47.768311,6453611
2003-12-04,86.089867,87.418739,86.070747,87.399620,48.360794,5606978
2003-12-05,87.284897,87.284897,86.520073,86.653923,47.948147,6148806
2003-12-08,86.539200,87.447418,86.539200,87.189293,48.244404,5587732
2003-12-09,87.141495,88.107079,86.625237,86.644356,47.942875,7292189
2003-12-10,86.701721,88.661568,86.663483,87.695984,48.524776,7466348
2003-12-11,87.915871,88.881454,87.877632,88.336517,48.879208,6707057
2003-12-12,88.623329,89.063095,88.183556,88.632889,49.043175,5313471
2003-12-15,89.321220,89.837479,88.030594,88.059273,48.725773,6238867
2003-12-16,88.059273,89.980881,87.839386,89.847038,49.715000,7846151
2003-12-17,89.722755,89.741875,88.766731,89.292542,49.408184,6331333
2003-12-18,88.910133,89.273422,88.432121,88.652008,49.053741,7189786
2003-12-19,89.130020,89.149139,88.594643,89.043976,49.270653,7416663
2003-12-22,88.747612,89.388145,88.699806,89.282982,49.402916,4531377
2003-12-23,88.977058,89.330788,88.279160,88.709366,49.085499,3846142
2003-12-24,88.718925,88.718925,88.126198,88.212234,48.810421,1841483
2003-12-26,88.307838,88.910133,88.240921,88.814529,49.143688,1473291
2003-12-29,89.005737,89.608032,88.938812,89.407265,49.471695,4219459
2003-12-30,89.168259,89.388145,88.298279,88.556404,49.000874,4187556
2003-12-31,88.585083,88.766731,88.107079,88.604210,49.027302,4944337
2004-01-02,88.776291,88.957932,87.189293,87.523903,48.429543,5572879
2004-01-05,87.954109,88.996178,87.954109,88.957932,49.223053,5519010
2004-01-06,88.145317,89.091782,88.087952,88.967499,49.228348,4581480
2004-01-07,89.043976,89.273422,88.403442,88.699806,49.080204,5154270
2004-01-08,89.110901,89.110901,87.982796,88.948372,49.217751,6464071
2004-01-09,87.715103,88.288719,86.998085,87.198853,48.249706,8295721
2004-01-12,87.198853,88.087952,87.198853,87.523903,48.429543,5366398
2004-01-13,87.428299,87.485657,85.095604,85.755257,47.450928,9249255
2004-01-14,85.946465,86.481834,85.803062,86.338432,47.773590,5758335
2004-01-15,90.889099,91.443596,89.435944,89.885277,49.736172,20723352
2004-01-16,90.822182,91.156792,90.544930,91.128105,50.423855,9729892
2004-01-20,91.778206,93.154877,91.520073,92.829826,51.365486,9712215
2004-01-21,92.954109,93.728493,92.390060,93.403442,51.682865,7268654
2004-01-22,93.537285,93.843208,93.040154,93.221794,51.582367,4572694
2004-01-23,93.518166,93.891014,92.829826,93.594643,51.788658,5526959
2004-01-26,93.594643,95.458893,93.269600,95.458893,52.820206,6474112
2004-01-27,95.028679,95.286804,94.359467,94.455070,52.264759,5591184
2004-01-28,94.789673,95.047798,93.001915,93.097511,51.513584,6850986
2004-01-29,93.785851,94.263863,92.304016,93.699806,51.846867,6948055
2004-01-30,93.709366,94.961761,93.537285,94.866158,52.492229,6419930
2004-02-02,94.789673,95.544930,94.168259,95.019119,52.576866,6485200
2004-02-03,94.646271,95.602295,94.598473,95.602295,52.899570,5862098
2004-02-04,95.009560,96.013382,94.933075,95.783936,53.000069,8773325
2004-02-05,95.602295,95.688339,93.938812,94.512428,52.296501,6249850
2004-02-06,94.502869,94.875717,93.929253,94.588913,52.423679,5770677
2004-02-09,94.942642,95.066925,94.263863,94.598473,52.428967,3914550
2004-02-10,94.120461,95.573616,94.082214,95.229446,52.778667,4244145
2004-02-11,94.837479,95.898659,94.455070,95.564056,52.964142,5758962
2004-02-12,95.659653,95.889099,94.933075,94.933075,52.614437,3777629
2004-02-13,94.741875,95.688339,94.722755,95.325050,52.831657,3726270
2004-02-17,95.592735,95.602295,94.952202,95.000000,52.651516,4111198
2004-02-18,94.942642,95.382408,93.833649,94.091782,52.148163,5052494
2004-02-19,94.091782,94.866158,93.231361,93.499046,51.819645,5697771
2004-02-20,94.263863,94.263863,92.915871,93.030594,51.560009,5951949
2004-02-23,93.116638,93.221794,91.261948,91.739960,50.844711,6934039
2004-02-24,91.013382,93.173996,91.013382,92.533463,51.284496,7330682
2004-02-25,92.256210,92.820267,91.998085,92.294456,51.152027,3517175
2004-02-26,92.036331,92.982796,92.017204,92.533463,51.284496,4148122
2004-02-27,92.543022,93.097511,91.873802,92.256210,51.130825,4931890
2004-03-01,92.256210,92.973228,91.921608,92.772469,51.416935,4658884
2004-03-02,93.307838,93.307838,92.370934,92.562141,51.300388,5205105
2004-03-03,92.323135,92.629066,91.395790,92.581261,51.311005,5027599
2004-03-04,92.332695,92.657745,91.902489,92.151054,51.072517,3711103
2004-03-05,91.730400,92.715103,91.357552,92.208412,51.104336,4153561
2004-03-08,92.246651,92.619499,90.430206,90.430206,50.118801,5318073
2004-03-09,90.152962,91.089867,89.646271,90.372849,50.087017,6684568
2004-03-10,90.229446,90.573616,88.604210,88.967499,49.308147,6836970
2004-03-11,87.954109,88.891014,87.141495,87.198853,48.327904,8954597
2004-03-12,87.954109,89.273422,87.648186,89.196938,49.435299,6579968
2004-03-15,88.527725,88.613770,86.883362,87.782028,48.651112,6823058
2004-03-16,88.336517,88.623329,87.399620,88.384323,48.984924,4840470
2004-03-17,88.499046,89.665390,88.384323,89.282982,49.482986,4877498
2004-03-18,88.957932,89.082214,87.858505,88.766731,49.196854,4817039
2004-03-19,88.776291,88.881454,87.485657,87.590820,48.545143,7383400
2004-03-22,87.256210,87.456978,86.309753,87.017204,48.227230,6509781
2004-03-23,87.571701,88.107079,86.692162,87.304016,48.386211,5298304
2004-03-24,87.543022,88.422562,87.036331,87.734222,48.624626,6496078
2004-03-25,88.097511,88.556404,87.428299,88.326958,48.953144,5842747
2004-03-26,88.326958,89.149139,88.107079,88.690247,49.154488,4599994
2004-03-29,88.900574,89.493309,88.126198,88.604210,49.106777,5100610
2004-03-30,88.594643,88.594643,87.332695,88.260040,48.916050,5664822
2004-03-31,88.021034,88.183556,87.485657,87.801147,48.661709,4825721
2004-04-01,87.638626,88.604210,87.590820,88.307838,48.942554,4442257
2004-04-02,89.435944,90.391968,89.225624,90.057358,49.912151,6165647
2004-04-05,89.818359,90.219887,89.397705,90.038239,49.901585,4117056
2004-04-06,89.483749,89.665390,88.929253,89.579353,49.647259,4037665
2004-04-07,89.263863,89.464630,88.441681,88.986618,49.318737,4746016
2004-04-08,89.866158,90.239006,88.479927,89.024857,49.339912,4045928
2004-04-12,89.388145,90.210327,89.292542,89.617592,49.668423,3255780
2004-04-13,89.665390,89.904396,88.432121,88.948372,49.297543,5244226
2004-04-14,88.049713,89.732315,88.049713,89.579353,49.647259,5560850
2004-04-15,89.674950,89.952202,88.967499,89.340347,49.514786,7159033
2004-04-16,88.240921,88.288719,87.036331,88.221794,48.894859,11629428
2004-04-19,87.858505,88.240921,87.667305,87.896751,48.714718,4350732
2004-04-20,87.954109,88.413002,86.663483,86.663483,48.031189,4456169
2004-04-21,87.141495,87.399620,86.701721,87.246651,48.354385,4836076
2004-04-22,86.520073,87.485657,85.755257,86.749519,48.078892,8355448
2004-04-23,86.998085,87.581261,86.386230,87.265778,48.364983,5296107
2004-04-26,86.759079,87.533463,86.376671,86.453156,47.914619,4742146
2004-04-27,86.663483,87.944550,86.577438,87.103249,48.274918,4987328
2004-04-28,86.328873,86.978966,86.242828,86.434036,47.904026,4922476
2004-04-29,86.051628,86.290634,84.311661,85.162521,47.199303,8120307
2004-04-30,85.095604,85.277245,84.139580,84.292542,46.717159,5250397
2004-05-03,84.254303,84.627151,83.365204,84.149139,46.637676,6349325
2004-05-04,84.149139,85.793503,84.130020,85.086044,47.156925,5702583
